Year,Month,Day,Consumption,Companies,Installations,
2017,02,21,1745.52039,9,59,
2017,02,22,1708.39978,9,59,
2017,02,23,1730.52371,9,59,
2017,02,24,1563.70108,9,59,
2017,02,25,965.35475,9,59,
2017,02,26,830.87799,9,59,
2017,02,27,1696.97773,9,59,
2017,02,28,1679.69208,9,59,
2017,03,01,1720.67711,9,59,
2017,03,02,1742.06427,9,59,
2017,03,03,1546.80183,9,59,
2017,03,04,934.25160,9,59,
2017,03,05,843.28288,9,59,
2017,03,06,1786.83752,9,59,
2017,03,07,1798.53930,9,59,
2017,03,08,1749.07987,9,59,
2017,03,09,1735.72464,9,59,
2017,03,10,1517.74199,9,59,
2017,03,11,910.31358,9,59,
2017,03,12,832.41181,9,59,
2017,03,13,1687.88027,9,59,
2017,03,14,1727.87166,9,59,
2017,03,15,1712.70840,9,59,
2017,03,16,1723.25353,9,59,
2017,03,17,1527.79541,9,59,
2017,03,18,947.74838,9,59,
2017,03,19,850.84818,9,59,
2017,03,20,1731.78665,9,59,
2017,03,21,1751.94738,9,59,
2017,03,22,1760.49315,9,59,
2017,03,23,1743.02212,9,59,
2017,03,24,1587.17108,9,59,
2017,03,25,978.60132,9,59,
2017,03,26,891.36169,9,59,
2017,03,27,1725.51858,9,59,
2017,03,28,1757.35023,9,59,
2017,03,29,1746.64452,9,59,
2017,03,30,1721.46544,9,59,
2017,03,31,1465.50857,9,59,
2017,04,01,884.43573,9,59,
2017,04,02,853.93206,9,59,
2017,04,03,1700.95705,9,59,
2017,04,04,1739.65321,9,59,
2017,04,05,1718.72754,9,59,
2017,04,06,1707.70211,9,59,
2017,04,07,1490.65935,9,59,
2017,04,08,892.05021,9,59,
2017,04,09,880.74578,9,59,
2017,04,10,1670.43841,9,59,
2017,04,11,1744.55511,9,59,
2017,04,12,1722.07295,9,59,
2017,04,13,1524.84863,9,59,
2017,04,14,764.27610,9,59,
2017,04,15,646.95118,9,59,
2017,04,16,647.90582,9,59,
2017,04,17,846.12430,9,59,
2017,04,18,1594.17295,9,59,
2017,04,19,1586.74153,9,59,
2017,04,20,1573.88688,9,59,
2017,04,21,1379.93964,9,59,
2017,04,22,910.26385,9,59,
2017,04,23,907.64810,9,59,
2017,04,24,1709.92684,9,59,
2017,04,25,1761.03156,9,59,
2017,04,26,1734.50288,9,59,
2017,04,27,1768.96735,9,59,
2017,04,28,1563.57907,9,59,
2017,04,29,963.79217,9,59,
2017,04,30,796.27234,9,59,
2017,05,01,857.71160,9,59,
2017,05,02,1751.91782,9,58,
2017,05,03,1731.35351,9,58,
2017,05,04,1770.53433,9,58,
2017,05,05,1614.89492,9,58,
2017,05,06,1023.17523,9,58,
2017,05,07,946.19399,9,58,
2017,05,08,1808.39201,9,58,
2017,05,09,1788.70648,9,58,
2017,05,10,1783.40514,9,58,
2017,05,11,1769.71731,9,58,
2017,05,12,1607.37630,9,58,
2017,05,13,946.98982,9,58,
2017,05,14,912.23847,9,58,
2017,05,15,1726.09341,9,58,
2017,05,16,1757.90140,9,58,
2017,05,17,1770.13631,9,58,
2017,05,18,1747.35573,9,58,
2017,05,19,1527.99400,9,58,
2017,05,20,1023.79989,9,58,
2017,05,21,910.48820,9,58,
2017,05,22,1736.19296,9,58,
2017,05,23,1743.69279,9,58,
2017,05,24,1650.81933,9,58,
2017,05,25,877.86219,9,58,
2017,05,26,978.25893,9,58,
2017,05,27,810.11208,9,58,
2017,05,28,896.38106,9,58,
2017,05,29,1685.77199,9,58,
2017,05,30,1737.58692,9,58,
2017,05,31,1750.01978,9,58,
2017,06,01,1719.82343,9,58,
2017,06,02,1565.85790,9,58,
2017,06,03,985.38214,9,58,
2017,06,04,870.14166,9,58,
2017,06,05,1448.39015,9,58,
2017,06,06,1356.78891,9,58,
2017,06,07,1733.63190,9,58,
2017,06,08,1739.86294,9,58,
2017,06,09,1557.27454,9,58,
2017,06,10,1003.11316,9,58,
2017,06,11,938.45816,9,58,
2017,06,12,1657.98020,9,58,
2017,06,13,1723.64106,9,58,
2017,06,14,1725.41598,9,58,
2017,06,15,1753.05388,9,58,
2017,06,16,1573.35852,9,58,
2017,06,17,1018.68775,9,58,
2017,06,18,926.93422,9,58,
2017,06,19,1705.10388,9,58,
2017,06,20,1772.08917,9,58,
2017,06,21,1771.57904,9,58,
2017,06,22,1640.62701,9,58,
2017,06,23,727.97829,9,58,
2017,06,24,644.68016,9,58,
2017,06,25,878.66788,9,58,
2017,06,26,1758.73666,9,58,
2017,06,27,1722.63529,9,58,
2017,06,28,1761.46017,9,58,
2017,06,29,1741.52186,9,58,
2017,06,30,1574.75589,9,58,
2017,07,01,1059.27868,9,58,
2017,07,02,932.71493,9,58,
2017,07,03,1685.46398,9,58,
2017,07,04,1729.19154,9,58,
2017,07,05,1670.19833,9,58,
2017,07,06,1704.27305,9,58,
2017,07,07,1592.74994,9,58,
2017,07,08,1089.14444,9,58,
2017,07,09,997.23421,9,58,
2017,07,10,1679.60328,9,58,
2017,07,11,1727.33493,9,58,
2017,07,12,1611.43635,9,58,
2017,07,13,1536.21830,9,58,
2017,07,14,1054.84471,9,58,
2017,07,15,630.47862,9,58,
2017,07,16,579.48325,9,58,
2017,07,17,654.20093,9,58,
2017,07,18,615.75870,9,58,
2017,07,19,618.19472,9,58,
2017,07,20,619.43573,9,58,
2017,07,21,574.73724,9,58,
2017,07,22,456.37886,9,58,
2017,07,23,450.72539,9,58,
2017,07,24,580.38486,9,58,
2017,07,25,580.83124,9,58,
2017,07,26,587.87802,9,58,
2017,07,27,575.67822,9,58,
2017,07,28,547.57316,9,58,
2017,07,29,452.86618,9,58,
2017,07,30,443.00357,9,58,
2017,07,31,559.56819,9,58,
2017,08,01,559.17721,9,58,
2017,08,02,557.97067,9,58,
2017,08,03,570.06001,9,58,
2017,08,04,563.68967,9,58,
2017,08,05,473.63946,9,58,
2017,08,06,468.11483,9,58,
2017,08,07,692.76611,9,58,
2017,08,08,768.48205,9,58,
2017,08,09,797.46993,9,58,
2017,08,10,854.54996,9,58,
2017,08,11,871.89129,9,58,
2017,08,12,647.89262,9,58,
2017,08,13,685.06920,9,58,
2017,08,14,1529.74207,9,58,
2017,08,15,1602.50792,9,58,
2017,08,16,1637.88559,9,58,
2017,08,17,1636.15933,9,58,
2017,08,18,1484.80405,9,58,
2017,08,19,894.69050,9,58,
2017,08,20,883.05294,9,58,
2017,08,21,1668.56849,9,58,
2017,08,22,1707.25151,9,58,
2017,08,23,1681.52940,9,58,
2017,08,24,1712.98029,9,58,
2017,08,25,1541.92143,9,58,
2017,08,26,1033.79148,9,58,
2017,08,27,950.06916,9,58,
2017,08,28,1734.59195,9,58,
2017,08,29,1742.37093,9,58,
2017,08,30,1752.24392,9,58,
2017,08,31,1731.58810,9,58,
2017,09,01,1513.33205,9,58,
2017,09,02,922.11919,9,58,
2017,09,03,924.63387,9,58,
2017,09,04,1709.12864,9,58,
2017,09,05,1694.77567,9,58,
2017,09,06,1715.73656,9,58,
2017,09,07,1723.16768,9,58,
2017,09,08,1551.33200,9,58,
2017,09,09,1033.22641,9,58,
2017,09,10,911.17420,9,58,
2017,09,11,1680.25467,9,58,
2017,09,12,1717.39405,9,58,
2017,09,13,1718.01226,9,58,
2017,09,14,1697.99163,9,58,
2017,09,15,1523.33821,9,58,
2017,09,16,1035.12549,9,58,
2017,09,17,937.43598,9,58,
2017,09,18,1744.34361,9,58,
2017,09,19,1743.93034,9,58,
2017,09,20,1730.58498,9,58,
2017,09,21,1713.76745,9,58,
2017,09,22,1547.62260,9,58,
2017,09,23,909.56720,9,58,
2017,09,24,979.84498,9,58,
2017,09,25,1734.06442,9,58,
2017,09,26,1762.39031,9,58,
2017,09,27,1742.20960,9,58,
2017,09,28,1760.79219,9,58,
2017,09,29,1569.95757,9,58,
2017,09,30,1048.52133,9,58,
2017,10,01,966.64529,9,58,
2017,10,02,1766.94735,9,58,
2017,10,03,1790.43968,9,58,
2017,10,04,1763.78248,9,58,
2017,10,05,1761.75099,9,58,
2017,10,06,1563.32547,9,58,
2017,10,07,1015.33135,9,58,
2017,10,08,943.84630,9,58,
2017,10,09,1709.81808,9,58,
2017,10,10,1774.35409,9,58,
2017,10,11,1790.91944,9,58,
2017,10,12,1744.56287,9,58,
2017,10,13,1539.90619,9,58,
2017,10,14,928.93033,9,58,
2017,10,15,945.39561,9,58,
2017,10,16,1744.57014,9,58,
2017,10,17,1792.24120,9,58,
2017,10,18,1791.22028,9,58,
2017,10,19,1805.11312,9,58,
2017,10,20,1586.03250,9,58,
2017,10,21,1032.49818,9,58,
2017,10,22,973.34083,9,58,
2017,10,23,1779.13137,9,58,
2017,10,24,1813.33392,9,58,
2017,10,25,1789.06010,9,58,
2017,10,26,1750.14047,9,58,
2017,10,27,1482.49678,9,58,
2017,10,28,991.35677,9,58,
2017,10,29,907.97366,9,58,
2017,10,30,1755.61725,9,58,
2017,10,31,1789.46701,9,58,
2017,11,01,1756.25534,9,58,
2017,11,02,1759.48992,9,58,
2017,11,03,1513.50210,9,58,
2017,11,04,912.85635,9,58,
2017,11,05,917.54644,9,58,
2017,11,06,1689.89117,9,58,
2017,11,07,1709.02453,9,58,
2017,11,08,1763.72687,9,58,
2017,11,09,1757.41407,9,58,
2017,11,10,1534.55523,9,58,
2017,11,11,990.49901,9,58,
2017,11,12,923.92182,9,58,
2017,11,13,1765.87363,9,58,
2017,11,14,1820.55786,9,58,
2017,11,15,1817.42274,9,58,
2017,11,16,1827.05300,9,58,
2017,11,17,1548.70363,9,58,
2017,11,18,1033.71608,9,58,
2017,11,19,948.17902,9,58,
2017,11,20,1748.79636,9,58,
2017,11,21,1788.88707,9,58,
2017,11,22,1807.54043,9,58,
2017,11,23,1740.35084,9,58,
2017,11,24,1543.71144,9,58,
2017,11,25,904.42129,9,58,
2017,11,26,940.30613,9,58,
2017,11,27,1789.17056,9,58,
2017,11,28,1787.01500,9,58,
2017,11,29,1778.19394,9,58,
2017,11,30,1795.37875,9,58,
2017,12,01,1579.54541,9,58,
2017,12,02,1009.09990,9,58,
2017,12,03,973.09607,9,58,
2017,12,04,1832.40614,9,58,
2017,12,05,1854.88819,9,58,
2017,12,06,1802.42441,9,58,
2017,12,07,1810.93241,9,58,
2017,12,08,1563.09623,9,58,
2017,12,09,935.65185,9,58,
2017,12,10,961.94887,9,58,
2017,12,11,1798.62919,9,58,
2017,12,12,1831.13019,9,58,
2017,12,13,1824.59674,9,58,
2017,12,14,1788.86009,9,58,
2017,12,15,1625.03214,9,58,
2017,12,16,1032.87840,9,58,
2017,12,17,974.31492,9,58,
2017,12,18,1792.94066,9,58,
2017,12,19,1838.05630,9,58,
2017,12,20,1760.85178,9,58,
2017,12,21,1697.69505,9,58,
2017,12,22,1314.17070,9,58,
2017,12,23,700.62285,9,58,
2017,12,24,605.75415,9,58,
2017,12,25,663.53604,9,58,
2017,12,26,680.37762,9,58,
2017,12,27,909.28871,9,58,
2017,12,28,902.57250,9,58,
2017,12,29,854.39938,9,58,
2017,12,30,678.25707,9,58,
2017,12,31,626.42686,9,58,
,,,,
