VALIDDATE,ISSUEDATE,EIAKT,EINORM,GDAKT,GDNORM,TTAKT,TTNORM
2016-11-05,2016-11-06,22.7,17.2,19,14.1,-2,2.9
2016-11-06,2016-11-07,23.5,17.4,19.8,14.2,-2.8,2.8
2016-11-07,2016-11-08,22.8,17.5,19.6,14.4,-2.6,2.7
2016-11-08,2016-11-09,22.7,17.7,19.1,14.6,-2.1,2.6
2016-11-09,2016-11-10,22.1,17.8,19.4,14.7,-2.4,2.4
2016-11-10,2016-11-11,22.3,18,19.9,14.9,-2.9,2.2
2016-11-11,2016-11-12,24.9,18.2,22.3,15,-5.3,2.1
2016-11-12,2016-11-13,21.1,18.3,16.8,15.2,0.2,1.9
2016-11-13,2016-11-14,18.8,18.5,15.8,15.2,1.2,1.8
2016-11-14,2016-11-15,18,18.7,14.8,15.4,2.2,1.7
2016-11-15,2016-11-16,19.1,18.9,16.1,15.6,0.9,1.5
2016-11-16,2016-11-17,16.9,19,13.1,15.7,3.9,1.4
2016-11-17,2016-11-18,15.9,19.2,12.2,15.8,4.8,1.2
2016-11-18,2016-11-19,16.4,19.4,13,16,4,1.1
2016-11-19,2016-11-20,17.2,19.5,14.2,16.1,2.8,0.9
2016-11-20,2016-11-21,14.3,19.7,9.7,16.3,7.3,0.8
2016-11-21,2016-11-22,12.9,19.9,9.6,16.4,7.4,0.6
2016-11-22,2016-11-23,12.7,20,9.6,16.6,7.4,0.5
2016-11-23,2016-11-24,17.1,20.1,15.5,16.7,1.5,0.4
2016-11-24,2016-11-25,19.5,20.2,15.8,16.8,1.2,0.2
2016-11-25,2016-11-26,16.1,20.4,12.5,17,4.5,0.1
2016-11-26,2016-11-27,20.7,20.5,16.2,17.1,0.8,-0.1
2016-11-27,2016-11-28,22.4,20.6,17.7,17.2,-0.7,-0.2
2016-11-28,2016-11-29,19.7,20.7,16.3,17.4,0.7,-0.3
2016-11-29,2016-11-30,19.6,20.9,16.4,17.5,0.6,-0.5
2016-11-30,2016-12-01,21.4,21,18.9,17.6,-1.9,-0.6
2016-12-01,2016-12-02,21.6,21.1,17.8,17.7,-0.8,-0.7
2016-12-02,2016-12-03,24.1,21.3,22.4,17.8,-5.4,-0.8
2016-12-03,2016-12-04,23.9,21.4,19,18,-2,-1
2016-12-04,2016-12-05,17.9,21.5,13.7,18.1,3.3,-1.1
2016-12-05,2016-12-06,21.2,21.5,19.5,18.2,-2.5,-1.2
2016-12-06,2016-12-07,21.2,21.7,16.3,18.3,0.7,-1.3
2016-12-07,2016-12-08,15.5,21.8,11.3,18.4,5.7,-1.4
2016-12-08,2016-12-09,15.2,21.9,12.8,18.4,4.2,-1.5
2016-12-09,2016-12-10,19.5,22,17.7,18.5,-0.7,-1.6
2016-12-10,2016-12-11,21.9,22.1,19.1,18.6,-2.1,-1.7
2016-12-11,2016-12-12,25.9,22.2,23.4,18.7,-6.4,-1.8
2016-12-12,2016-12-13,24.2,22.4,19.6,18.8,-2.6,-1.9
2016-12-13,2016-12-14,21.2,22.5,18.4,18.9,-1.4,-1.9
2016-12-14,2016-12-15,24.5,22.6,21.5,19,-4.5,-2
2016-12-15,2016-12-16,21,22.7,16.7,19.1,0.3,-2.1
2016-12-16,2016-12-17,20,22.6,16.6,19.2,0.4,-2.2
2016-12-17,2016-12-18,20.2,22.7,17.4,19.3,-0.4,-2.3
2016-12-18,2016-12-19,18.8,22.8,15.2,19.3,1.8,-2.4
2016-12-19,2016-12-20,16.5,22.9,12.5,19.4,4.5,-2.5
2016-12-20,2016-12-21,18.8,23,15.4,19.5,1.6,-2.5
2016-12-21,2016-12-22,17.4,23.1,12.8,19.6,4.2,-2.6
2016-12-22,2016-12-23,17.4,23,14.1,19.6,2.9,-2.6
2016-12-23,2016-12-24,17.5,23.1,12.6,19.6,4.4,-2.7
2016-12-24,2016-12-25,17.8,23.2,14.1,19.7,2.9,-2.7
2016-12-25,2016-12-26,16.2,23.2,12.3,19.7,4.7,-2.8
2016-12-26,2016-12-27,19.7,23.3,16,19.8,1,-2.7
2016-12-27,2016-12-28,21.3,23.4,18.4,19.8,-1.4,-2.8
2016-12-28,2016-12-29,18.4,23.4,13.4,19.8,3.6,-2.7
2016-12-29,2016-12-30,15.4,23.5,10.9,19.7,6.1,-2.8
2016-12-30,2016-12-31,12.2,23.5,8.1,19.7,8.9,-2.8
2016-12-31,2017-01-01,16.1,23.3,15.1,19.5,1.9,-2.3
2017-01-01,2017-01-02,21.6,23.4,19.2,19.6,-2.2,-2.4
2017-01-02,2017-01-03,25,23.3,21.6,19.7,-4.6,-2.4
2017-01-03,2017-01-04,25.8,23.4,22,19.7,-5,-2.5
2017-01-04,2017-01-05,32,23.4,29.5,19.8,-12.5,-2.5
2017-01-05,2017-01-06,34.4,23.5,28.8,19.8,-11.8,-2.6
2017-01-06,2017-01-07,27.8,23.5,24.2,19.9,-7.2,-2.7
2017-01-07,2017-01-08,28.4,23.5,23.7,19.9,-6.7,-2.7
2017-01-08,2017-01-09,20.5,23.6,15.9,19.9,1.1,-2.7
2017-01-09,2017-01-10,19.4,23.6,15.9,19.9,1.1,-2.8
2017-01-10,2017-01-11,22.1,23.6,15.8,19.9,1.2,-2.8
2017-01-11,2017-01-12,20.7,23.7,15.5,19.9,1.5,-2.9
2017-01-12,2017-01-13,20.7,23.7,18.7,20,-1.7,-2.9
2017-01-13,2017-01-14,23.8,23.7,20.8,20,-3.8,-2.9
2017-01-14,2017-01-15,24.4,23.7,21.7,20,-4.7,-3
2017-01-15,2017-01-16,23.9,23.7,20.1,20,-3.1,-3
2017-01-16,2017-01-17,24.1,23.7,20.7,20,-3.7,-3
2017-01-17,2017-01-18,19.9,23.7,15.5,20,1.5,-3
2017-01-18,2017-01-19,17.5,23.7,14.2,20,2.8,-3.1
2017-01-19,2017-01-20,17.3,23.7,14,20,3,-3.2
2017-01-20,2017-01-21,18.4,23.7,16.5,20,0.5,-3.2
2017-01-21,2017-01-22,20.4,23.7,17,20,0,-3.3
2017-01-22,2017-01-23,18.7,23.7,15.2,20.1,1.8,-3.3
2017-01-23,2017-01-24,20.5,23.7,18,20.2,-1,-3.3
2017-01-24,2017-01-25,20.3,23.7,16.2,20.3,0.8,-3.3
2017-01-25,2017-01-26,16.6,23.6,12.9,20.3,4.1,-3.3
2017-01-26,2017-01-27,19.4,23.6,17.6,20.3,-0.6,-3.4
2017-01-27,2017-01-28,22,23.6,19.3,20.3,-2.3,-3.3
2017-01-28,2017-01-29,21.8,23.5,17.7,20.3,-0.7,-3.3
2017-01-29,2017-01-30,18.9,23.5,15,20.2,2,-3.4
2017-01-30,2017-01-31,19.8,23.5,17.5,20.2,-0.5,-3.5
2017-01-31,2017-02-01,20.5,23.5,17.7,20.2,-0.7,-3.6
2017-02-01,2017-02-02,21.1,23.5,17.8,20.1,-0.8,-3.5
2017-02-02,2017-02-03,21.2,23.4,18.3,20.1,-1.3,-3.5
2017-02-03,2017-02-04,19.9,23.4,16.6,20.1,0.4,-3.5
2017-02-04,2017-02-05,19.7,23.3,16.8,20,0.2,-3.5
2017-02-05,2017-02-06,22.3,23.2,19.8,20,-2.8,-3.6
2017-02-06,2017-02-07,26.2,23.3,23.7,19.9,-6.7,-3.5
2017-02-07,2017-02-08,26.2,23.2,22.8,20,-5.8,-3.5
2017-02-08,2017-02-09,24.9,23.1,21.6,19.9,-4.6,-3.5
2017-02-09,2017-02-10,23.3,23.2,20.2,19.9,-3.2,-3.5
2017-02-10,2017-02-11,23.4,23.1,21,19.8,-4,-3.4
2017-02-11,2017-02-12,25.4,23,22.2,19.8,-5.2,-3.4
2017-02-12,2017-02-13,20.9,22.9,17,19.8,0,-3.4
2017-02-13,2017-02-14,18.7,22.8,16.1,19.7,0.9,-3.3
2017-02-14,2017-02-15,20.4,22.8,17.9,19.6,-0.9,-3.3
2017-02-15,2017-02-16,20.2,22.7,17.4,19.6,-0.4,-3.2
2017-02-16,2017-02-17,17.5,22.6,14.3,19.5,2.7,-3.1
2017-02-17,2017-02-18,19.2,22.5,16.9,19.4,0.1,-3.1
2017-02-18,2017-02-19,16.6,22.5,12.1,19.3,4.9,-3
2017-02-19,2017-02-20,16.3,22.4,13.9,19.3,3.1,-2.9
2017-02-20,2017-02-21,20,22.3,18.7,19.2,-1.7,-2.8
2017-02-21,2017-02-22,21.8,22.2,17.2,19.3,-0.2,-2.7
2017-02-22,2017-02-23,21.7,22.1,18.9,19.2,-1.9,-2.6
2017-02-23,2017-02-24,23.8,22,20.2,19.1,-3.2,-2.5
2017-02-24,2017-02-25,22.5,21.9,19,19,-2,-2.4
2017-02-25,2017-02-26,20.7,21.7,18.1,19,-1.1,-2.3
2017-02-26,2017-02-27,20,21.7,16.3,18.9,0.7,-2.2
2017-02-27,2017-02-28,17.1,21.6,14,18.9,3,-2.1
2017-02-28,2017-03-01,17.6,21.3,14.5,18.8,2.5,-1.9
2017-03-01,2017-03-02,17.6,21.3,15,18.7,2,-1.8
2017-03-02,2017-03-03,18.5,21.1,16.3,18.6,0.7,-1.7
2017-03-03,2017-03-04,20.7,21,18.7,18.5,-1.7,-1.6
2017-03-04,2017-03-05,22.8,20.8,20.4,18.4,-3.4,-1.5
2017-03-05,2017-03-06,22.8,20.8,20.6,18.3,-3.6,-1.3
2017-03-06,2017-03-07,23.8,20.6,20.6,18.1,-3.6,-1.2
2017-03-07,2017-03-08,22.3,20.5,19.3,18,-2.3,-1.1
2017-03-08,2017-03-09,19.8,20.4,15.8,17.9,1.2,-0.9
2017-03-09,2017-03-10,18,20.4,16.4,17.8,0.6,-0.8
2017-03-10,2017-03-11,18.7,20.2,17,17.6,0,-0.7
2017-03-11,2017-03-12,17,20.1,14.6,17.5,2.4,-0.6
2017-03-12,2017-03-13,14.7,19.9,13,17.4,4,-0.4
2017-03-13,2017-03-14,15.3,19.7,12,17.2,5,-0.3
2017-03-14,2017-03-15,13.7,19.6,11,17.1,6,-0.1
2017-03-15,2017-03-16,13.6,19.4,12.1,16.9,4.9,0
2017-03-16,2017-03-17,13.2,19.2,11.3,16.8,5.7,0.2
2017-03-17,2017-03-18,16.3,19.1,15.1,16.7,1.9,0.3
2017-03-18,2017-03-19,17.4,18.9,16.7,16.5,0.3,0.5
2017-03-19,2017-03-20,19.1,18.7,17,16.5,0,0.6
2017-03-20,2017-03-21,17.2,18.5,13.4,16.3,3.6,0.8
2017-03-21,2017-03-22,14.4,18.4,11.9,16.2,5.1,0.9
2017-03-22,2017-03-23,14.9,18.2,14.1,16,2.9,1.1
2017-03-23,2017-03-24,16.3,18,14.4,15.9,2.6,1.2
2017-03-24,2017-03-25,14.5,17.8,12.7,15.7,4.3,1.4
2017-03-25,2017-03-26,10.8,17.6,6.7,15.6,10.3,1.5
2017-03-26,2017-03-27,7.3,17.4,6.4,15.4,10.6,1.7
2017-03-27,2017-03-28,12.2,17.2,13,15.2,4,1.9
2017-03-28,2017-03-29,17,17.1,15.9,15.1,1.1,2
2017-03-29,2017-03-30,18.9,16.9,16.6,14.9,0.4,2.2
2017-03-30,2017-03-31,17.1,16.7,14.6,14.8,2.4,2.4
2017-03-31,2017-04-01,14.7,16.5,11,14.6,6,2.4
2017-04-01,2017-04-02,9.7,16.3,8.1,14.4,8.9,2.5
2017-04-02,2017-04-03,12.9,16.1,12.6,14.3,4.4,2.7
2017-04-03,2017-04-04,11.8,15.9,9.6,14.1,7.4,2.8
2017-04-04,2017-04-05,10.9,15.7,10,13.9,7,3
2017-04-05,2017-04-06,13.2,15.5,12.1,13.8,4.9,3.2
2017-04-06,2017-04-07,14.2,15.2,13.3,13.6,3.7,3.4
2017-04-07,2017-04-08,15.1,15,13.2,13.4,3.8,3.5
2017-04-08,2017-04-09,11.1,14.8,8.5,13.3,8.5,3.7
2017-04-09,2017-04-10,10.6,14.6,9.4,13.1,7.6,3.9
2017-04-10,2017-04-11,14,14.3,12.1,12.9,4.9,4.1
2017-04-11,2017-04-12,16.3,14.1,14.9,12.8,2.1,4.2
2017-04-12,2017-04-13,17.9,13.9,16.3,12.5,0.7,4.4
2017-04-13,2017-04-14,19.9,13.7,18.5,12.3,-1.5,4.6
2017-04-14,2017-04-15,19.8,13.5,17.7,12.1,-0.7,4.8
2017-04-15,2017-04-16,20.1,13.3,18.7,12,-1.7,5
2017-04-16,2017-04-17,20.3,13.1,18.1,11.8,-1.1,5.1
2017-04-17,2017-04-18,18.6,12.8,17,11.5,0,5.3
2017-04-18,2017-04-19,15.4,12.6,13.3,11.4,3.7,5.5
2017-04-19,2017-04-20,13.5,12.4,11.5,11.1,5.5,5.8
2017-04-20,2017-04-21,11.3,12.1,10.2,10.9,6.8,6
2017-04-21,2017-04-22,14,11.9,12.1,10.7,4.9,6.1
2017-04-22,2017-04-23,14.4,11.6,13.5,10.6,3.5,6.4
2017-04-23,2017-04-24,15.7,11.4,14.5,10.3,2.5,6.6
2017-04-24,2017-04-25,16.4,11.2,14.7,10.1,2.3,6.8
2017-04-25,2017-04-26,16.4,11,14.5,9.9,2.5,7.1
2017-04-26,2017-04-27,14.7,10.8,13.4,9.7,3.6,7.3
2017-04-27,2017-04-28,13.6,10.5,12.9,9.5,4.1,7.5
2017-04-28,2017-04-29,13.7,10.3,12.8,9.2,4.2,7.8
2017-04-29,2017-04-30,12.5,10,10.7,9,6.3,8
2017-04-30,2017-05-01,7.8,9.8,7.3,8.8,9.7,8.3
2017-05-01,2017-05-02,6.5,9.6,7.4,8.6,9.6,8.4
2017-05-02,2017-05-03,8.5,9.4,9.5,8.5,7.5,8.6
2017-05-03,2017-05-04,9.8,9.1,10.7,8.3,6.3,8.8
2017-05-04,2017-05-05,7.2,8.9,5.6,8.1,11.4,9
2017-05-05,2017-05-06,6.6,8.7,7.2,7.8,9.8,9.2
2017-05-06,2017-05-07,11.7,8.4,10.9,7.7,6.1,9.4
2017-05-07,2017-05-08,15.8,8.2,15,7.5,2,9.6
2017-05-08,2017-05-09,17.6,8.1,16.1,7.4,0.9,9.8
2017-05-09,2017-05-10,17.3,7.9,16,7.2,1,9.9
2017-05-10,2017-05-11,15.4,7.7,13.6,7,3.4,10.1
2017-05-11,2017-05-12,12.7,7.5,11.7,6.8,5.3,10.3
2017-05-12,2017-05-13,10.1,7.3,9.5,6.6,7.5,10.5
2017-05-13,2017-05-14,7.4,7.1,6.2,6.4,10.8,10.6
2017-05-14,2017-05-15,11.3,7,11.9,6.3,5.1,10.8
2017-05-15,2017-05-16,10.6,6.8,8.5,6.1,8.5,11
2017-05-16,2017-05-17,8.2,6.6,6.5,6,10.5,11.1
2017-05-17,2017-05-18,2,6.4,0,5.8,17,11.3
2017-05-18,2017-05-19,0,6.2,0,5.7,19.4,11.4
2017-05-19,2017-05-20,3.9,6.1,5.3,5.5,11.7,11.5
2017-05-20,2017-05-21,3.6,5.9,2.4,5.4,14.6,11.7
2017-05-21,2017-05-22,2.6,5.7,3.1,5.2,13.9,11.8
2017-05-22,2017-05-23,4.5,5.7,5.4,5.1,11.6,11.9
2017-05-23,2017-05-24,2.7,5.5,2.4,4.9,14.6,12
2017-05-24,2017-05-25,2.2,5.3,2.8,4.8,14.2,12.2
2017-05-25,2017-05-26,2.8,5.2,2.3,4.6,14.7,12.3
2017-05-26,2017-05-27,0,5,0,4.6,19.2,12.5
2017-05-27,2017-05-28,0,4.9,0,4.5,20.9,12.6
2017-05-28,2017-05-29,0.6,4.8,3.7,4.3,13.3,12.7
2017-05-29,2017-05-30,7,4.8,6.1,4.2,10.9,12.8
2017-05-30,2017-05-31,6.2,4.7,5,4.2,12,12.9
2017-05-31,2017-06-01,7.3,4.6,7.7,4.1,9.3,12.9
2017-06-01,2017-06-02,7.2,4.5,7.5,4.1,9.5,13
2017-06-02,2017-06-03,6.1,4.4,5.6,4.1,11.4,13.2
2017-06-03,2017-06-04,5.9,4.2,4.5,4,12.5,13.3
2017-06-04,2017-06-05,5,4.2,3.8,3.8,13.2,13.3
2017-06-05,2017-06-06,1.7,4.1,1.2,3.8,15.8,13.5
2017-06-06,2017-06-07,3,3.9,3.3,3.7,13.7,13.6
2017-06-07,2017-06-08,4.9,3.8,3.8,3.6,13.2,13.7
2017-06-08,2017-06-09,3.5,3.7,2.7,3.5,14.3,13.8
2017-06-09,2017-06-10,1.9,3.6,0.9,3.4,16.1,14
2017-06-10,2017-06-11,1,3.5,0.6,3.2,16.4,14.1
2017-06-11,2017-06-12,2.5,3.4,2.2,3.1,14.8,14.2
2017-06-12,2017-06-13,5.1,3.3,4.7,3,12.3,14.3
2017-06-13,2017-06-14,1.2,3.2,0.2,2.9,16.8,14.4
2017-06-14,2017-06-15,0,3.1,0,2.8,17.6,14.5
2017-06-15,2017-06-16,0.1,3,0.1,2.7,16.9,14.6
2017-06-16,2017-06-17,0,2.9,0,2.6,18.7,14.7
2017-06-17,2017-06-18,0,2.9,0,2.6,20.8,14.8
2017-06-18,2017-06-19,0,2.8,0,2.5,19,14.9
2017-06-19,2017-06-20,2,2.7,2.8,2.4,14.2,15
2017-06-20,2017-06-21,3.6,2.6,3.4,2.3,13.6,15.2
2017-06-21,2017-06-22,4,2.5,3.7,2.2,13.3,15.3
2017-06-22,2017-06-23,2.7,2.3,2.2,2.1,14.8,15.4
2017-06-23,2017-06-24,2.6,2.2,1.9,2.1,15.1,15.5
2017-06-24,2017-06-25,3,2.2,2.8,2,14.2,15.6
2017-06-25,2017-06-26,4.6,2.1,3.5,1.9,13.5,15.8
2017-06-26,2017-06-27,4.5,2,3.9,1.8,13.1,15.9
2017-06-27,2017-06-28,2.2,2,2.5,1.8,14.5,16.1
2017-06-28,2017-06-29,2.9,1.9,3.6,1.7,13.4,16.2
2017-06-29,2017-06-30,0.3,1.8,0,1.7,17.4,16.3
2017-06-30,2017-07-01,0,1.8,0,1.6,17.3,16.4
2017-07-01,2017-07-02,0,1.6,0,1.5,17.4,16.6
2017-07-02,2017-07-03,1.6,1.6,1.7,1.4,15.3,16.8
2017-07-03,2017-07-04,4.4,1.5,3.9,1.3,13.1,16.8
2017-07-04,2017-07-05,3.6,1.5,3.3,1.3,13.7,17
2017-07-05,2017-07-06,1.9,1.4,2.4,1.3,14.6,17.1
2017-07-06,2017-07-07,0,1.3,0,1.2,17.8,17.2
2017-07-07,2017-07-08,0,1.3,0.1,1.2,16.9,17.2
2017-07-08,2017-07-09,0.5,1.2,0,1.1,17.3,17.3
2017-07-09,2017-07-10,0,1.2,0,1,18.4,17.4
2017-07-10,2017-07-11,0.4,1.1,0.7,0.9,16.3,17.4
2017-07-11,2017-07-12,0,1,0,0.9,17.8,17.5
2017-07-12,2017-07-13,1.4,1,2.4,0.8,14.6,17.6
2017-07-13,2017-07-14,2.1,1,1.7,0.8,15.3,17.6
2017-07-14,2017-07-15,0,0.9,0,0.8,17.4,17.6
2017-07-15,2017-07-16,0,0.9,0,0.8,17,17.6
2017-07-16,2017-07-17,0.5,0.9,0.4,0.7,16.6,17.6
2017-07-17,2017-07-18,1.3,0.9,1.5,0.7,15.5,17.6
2017-07-18,2017-07-19,1.9,0.9,1.6,0.7,15.4,17.6
2017-07-19,2017-07-20,2.1,0.9,1.6,0.7,15.4,17.6
2017-07-20,2017-07-21,2,0.9,1.7,0.7,15.3,17.6
2017-07-21,2017-07-22,1.1,0.9,0.9,0.7,16.1,17.6
2017-07-22,2017-07-23,0.8,1,1,0.6,16,17.6
2017-07-23,2017-07-24,1.3,1,0.9,0.6,16.1,17.6
2017-07-24,2017-07-25,0.3,0.9,0,0.6,17.1,17.6
2017-07-25,2017-07-26,1.5,0.9,0.6,0.6,16.4,17.6
2017-07-26,2017-07-27,0.2,1,0,0.7,18.3,17.6
2017-07-27,2017-07-28,1.5,0.9,1.1,0.7,15.9,17.6
2017-07-28,2017-07-29,0.2,0.9,0,0.7,17.9,17.5
2017-07-29,2017-07-30,0,1,0,0.6,19.1,17.5
2017-07-30,2017-07-31,0,1,0,0.7,19,17.5
2017-07-31,2017-08-01,0,1.1,0,0.7,18.9,17.4
2017-08-01,2017-08-02,0,1.1,0,0.7,18.5,17.4
2017-08-02,2017-08-03,0,1.2,0,0.8,18.1,17.4
2017-08-03,2017-08-04,0.8,1.2,0.2,0.8,16.8,17.2
2017-08-04,2017-08-05,2,1.3,1,0.9,16,17.2
2017-08-05,2017-08-06,3.3,1.4,2.2,0.9,14.8,17.1
2017-08-06,2017-08-07,2.1,1.4,0.5,1,16.5,17.1
2017-08-07,2017-08-08,0,1.5,0,1,18.3,17
2017-08-08,2017-08-09,0,1.6,0,1.1,18.6,16.9
2017-08-09,2017-08-10,0,1.7,0,1.1,17.9,16.9
2017-08-10,2017-08-11,0,1.7,0,1.2,19.5,16.8
2017-08-11,2017-08-12,0,1.8,0,1.3,17.2,16.7
2017-08-12,2017-08-13,4.2,1.9,4,1.3,13,16.6
2017-08-13,2017-08-14,3.3,2,1.8,1.4,15.2,16.5
2017-08-14,2017-08-15,1.8,2,1.4,1.5,15.6,16.4
2017-08-15,2017-08-16,2.1,2.1,1.2,1.6,15.8,16.3
2017-08-16,2017-08-17,1.2,2.2,0.7,1.7,16.3,16.3
2017-08-17,2017-08-18,2,2.3,1.2,1.8,15.8,16.2
2017-08-18,2017-08-19,2,2.4,0.6,1.9,16.4,16
2017-08-19,2017-08-20,2.2,2.5,1.4,2,15.6,15.8
2017-08-20,2017-08-21,3.1,2.7,2.4,2.1,14.6,15.7
2017-08-21,2017-08-22,4.3,2.8,3.6,2.2,13.4,15.5
2017-08-22,2017-08-23,4.6,3,3.8,2.3,13.2,15.3
2017-08-23,2017-08-24,4,3.1,3.1,2.4,13.9,15.1
2017-08-24,2017-08-25,5.3,3.2,5.1,2.5,11.9,14.9
2017-08-25,2017-08-26,5.6,3.3,5.4,2.6,11.6,14.7
2017-08-26,2017-08-27,7.3,3.5,6.9,2.8,10.1,14.5
2017-08-27,2017-08-28,6.1,3.6,4.1,2.9,12.9,14.3
2017-08-28,2017-08-29,1,3.7,0,3,18.1,14.1
2017-08-29,2017-08-30,0,4,0,3.1,17.9,13.9
2017-08-30,2017-08-31,5,4.2,4.6,3.3,12.4,13.8
2017-08-31,2017-09-01,5,4.3,3.7,3.6,13.3,13.7
2017-09-01,2017-09-02,7,4.6,5.8,3.7,11.2,13.6
2017-09-02,2017-09-03,5.7,4.8,3.7,3.8,13.3,13.4
2017-09-03,2017-09-04,5.9,5,4.1,3.9,12.9,13.2
2017-09-04,2017-09-05,5.2,5.1,3.5,4,13.5,13
2017-09-05,2017-09-06,7.2,5.4,5.9,4.3,11.1,12.8
2017-09-06,2017-09-07,8.7,5.6,7,4.4,10,12.6
2017-09-07,2017-09-08,7.6,5.8,5.5,4.5,11.5,12.5
2017-09-08,2017-09-09,5.7,6,3.1,4.7,13.9,12.3
2017-09-09,2017-09-10,4.4,6.1,2.8,4.9,14.2,12.2
2017-09-10,2017-09-11,4.4,6.3,2.3,5,14.7,12.1
2017-09-11,2017-09-12,3.3,6.5,1.8,5.2,15.2,11.9
2017-09-12,2017-09-13,5.2,6.6,4,5.3,13,11.8
2017-09-13,2017-09-14,6.4,6.8,4.6,5.6,12.4,11.6
2017-09-14,2017-09-15,6.5,7.1,5.3,5.7,11.7,11.5
2017-09-15,2017-09-16,7.8,7.3,6,5.9,11,11.3
2017-09-16,2017-09-17,7.4,7.4,6.8,6,10.2,11.2
2017-09-17,2017-09-18,9.9,7.7,8.1,6.1,8.9,11
2017-09-18,2017-09-19,9,7.9,7.4,6.3,9.6,10.9
2017-09-19,2017-09-20,10.6,8.1,8.6,6.5,8.4,10.6
2017-09-20,2017-09-21,8.2,8.2,5.8,6.6,11.2,10.4
2017-09-21,2017-09-22,7.4,8.4,5.3,6.8,11.7,10.3
2017-09-22,2017-09-23,6.7,8.6,4,6.9,13,10.1
2017-09-23,2017-09-24,5.8,8.8,3.3,7.1,13.7,9.9
2017-09-24,2017-09-25,4.7,9,3.5,7.2,13.5,9.8
2017-09-25,2017-09-26,5.5,9.3,3.9,7.3,13.1,9.6
2017-09-26,2017-09-27,5.9,9.5,4,7.5,13,9.4
2017-09-27,2017-09-28,6.3,9.7,4.4,7.6,12.6,9.3
2017-09-28,2017-09-29,7.3,9.9,5.4,7.8,11.6,9.1
2017-09-29,2017-09-30,7.5,10,5.5,7.9,11.5,8.9
2017-09-30,2017-10-01,8.8,10.2,6.8,8.1,10.2,8.8
2017-10-01,2017-10-02,8.7,10.4,5.5,8.3,11.5,8.7
2017-10-02,2017-10-03,7.7,10.6,4.9,8.4,12.1,8.5
2017-10-03,2017-10-04,7.7,10.8,6.4,8.6,10.6,8.3
2017-10-04,2017-10-05,10.4,11,8.8,8.8,8.2,8.2
2017-10-05,2017-10-06,10.8,11.2,8.4,8.9,8.6,8
2017-10-06,2017-10-07,13.1,11.4,11.7,9.1,5.3,7.8
2017-10-07,2017-10-08,14.4,11.6,10.5,9.3,6.5,7.6
2017-10-08,2017-10-09,12.2,11.8,8.5,9.4,8.5,7.4
2017-10-09,2017-10-10,12.8,12,10.4,9.6,6.6,7.3
2017-10-10,2017-10-11,13.2,12.2,11.1,9.7,5.9,7.1
2017-10-11,2017-10-12,10.7,12.4,7.3,9.9,9.7,7
2017-10-12,2017-10-13,12.2,12.6,9.7,10,7.3,6.8
2017-10-13,2017-10-14,9.6,12.8,6,10.2,11,6.7
2017-10-14,2017-10-15,8.6,13,6.4,10.4,10.6,6.5
2017-10-15,2017-10-16,5.9,13.2,3.7,10.6,13.3,6.3
2017-10-16,2017-10-17,9,13.4,6.5,10.7,10.5,6.2
2017-10-17,2017-10-18,11.1,13.6,9.5,10.9,7.5,6
2017-10-18,2017-10-19,15.1,13.8,13.6,11.1,3.4,5.8
2017-10-19,2017-10-20,16.7,14,13.9,11.2,3.1,5.8
2017-10-20,2017-10-21,15.7,14.2,13.3,11.4,3.7,5.6
2017-10-21,2017-10-22,16.3,14.4,13.6,11.6,3.4,5.5
2017-10-22,2017-10-23,15.8,14.5,13.1,11.8,3.9,5.3
2017-10-23,2017-10-24,16,14.7,13.1,11.9,3.9,5.1
2017-10-24,2017-10-25,14,14.9,9.8,12.1,7.2,5
2017-10-25,2017-10-26,14.8,15,12.6,12.3,4.4,4.8
2017-10-26,2017-10-27,15.6,15.2,12.8,12.4,4.2,4.7
2017-10-27,2017-10-28,14.4,15.4,11.4,12.6,5.6,4.5
2017-10-28,2017-10-29,17.9,15.6,14.3,12.8,2.7,4.4
2017-10-29,2017-10-30,19,15.8,15.3,13,1.7,4.2
2017-10-30,2017-10-31,18.9,15.9,16.1,13.1,0.9,4.1
2017-10-31,2017-11-01,16,16.1,12.4,13.3,4.6,3.9
2017-11-01,2017-11-02,14.2,16.3,11.6,13.5,5.4,3.7
2017-11-02,2017-11-03,16.8,16.5,13.5,13.6,3.5,3.6
2017-11-03,2017-11-04,13.1,16.7,9.4,13.8,7.6,3.4
2017-11-04,2017-11-05,11.6,16.8,8.4,13.9,8.6,3.2
2017-11-05,2017-11-06,13.7,17,12.3,13.9,4.7,3.1
2017-11-06,2017-11-07,18.1,17.2,15.4,14.1,1.6,2.9
2017-11-07,2017-11-08,17.8,17.4,15.1,14.2,1.9,2.8
2017-11-08,2017-11-09,15.7,17.5,11.2,14.4,5.8,2.7
2017-11-09,2017-11-10,15.5,17.7,12.8,14.6,4.2,2.6
2017-11-10,2017-11-11,15.9,17.8,13,14.7,4,2.4
2017-11-11,2017-11-12,18.3,18,16.2,14.9,0.8,2.2
2017-11-12,2017-11-13,20.6,18.2,17.8,15,-0.8,2.1
2017-11-13,2017-11-14,21.6,18.3,18.7,15.2,-1.7,1.9
2017-11-14,2017-11-15,20.2,18.5,16.7,15.2,0.3,1.8
2017-11-15,2017-11-16,19.5,18.7,16.1,15.4,0.9,1.7
2017-11-16,2017-11-17,16.9,18.9,12.6,15.6,4.4,1.5
