MotherCompany,DaughterCompany,PodId,Year,Month,Day,Weekday,Consumption,Temperature,Date,Consumption Kwh
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,7,21,4,3.59393,18,7/21/2016,3593.93
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,7,22,5,3.34695,19.6,7/22/2016,3346.95
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,7,23,6,2.47596,21,7/23/2016,2475.96
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,7,24,7,2.45254,22.6,7/24/2016,2452.54
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,7,25,1,3.58492,19.2,7/25/2016,3584.92
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,7,26,2,3.53619,18.9,7/26/2016,3536.19
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,7,27,3,3.45712,18.9,7/27/2016,3457.12
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,7,28,4,3.42171,19.1,7/28/2016,3421.71
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,7,29,5,3.30288,18.2,7/29/2016,3302.88
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,7,30,6,2.49619,17.6,7/30/2016,2496.19
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,7,31,7,2.34689,16.9,7/31/2016,2346.89
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,1,1,3.39768,16.1,8/1/2016,3397.68
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,2,2,3.48787,16.9,8/2/2016,3487.87
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,3,3,3.4117,16.5,8/3/2016,3411.7
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,4,4,3.47222,18.4,8/4/2016,3472.22
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,5,5,3.2893,18.2,8/5/2016,3289.3
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,6,6,2.50301,18,8/6/2016,2503.01
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,7,7,2.45753,17.8,8/7/2016,2457.53
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,8,1,3.82796,15,8/8/2016,3827.96
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,9,2,3.9927,13.2,8/9/2016,3992.7
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,10,3,3.78964,11.7,8/10/2016,3789.64
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,11,4,3.62194,13.7,8/11/2016,3621.94
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,12,5,3.67351,17.7,8/12/2016,3673.51
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,13,6,2.71495,14.1,8/13/2016,2714.95
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,14,7,2.56621,13.6,8/14/2016,2566.21
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,15,1,3.89733,15.2,8/15/2016,3897.33
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,16,2,4.11843,13.7,8/16/2016,4118.43
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,17,3,4.22741,14.7,8/17/2016,4227.41
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,18,4,4.19163,15.7,8/18/2016,4191.63
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,19,5,3.6943,17.1,8/19/2016,3694.3
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,20,6,2.6424,16.7,8/20/2016,2642.4
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,21,7,2.33688,18,8/21/2016,2336.88
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,22,1,4.06917,17.2,8/22/2016,4069.17
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,23,2,4.16766,17.4,8/23/2016,4167.66
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,24,3,4.2547,18.1,8/24/2016,4254.7
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,25,4,4.27514,21.2,8/25/2016,4275.14
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,26,5,4.04879,17.4,8/26/2016,4048.79
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,27,6,2.89619,11.6,8/27/2016,2896.19
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,28,7,2.24394,12.4,8/28/2016,2243.94
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,29,1,4.00342,14,8/29/2016,4003.42
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,30,2,4.46848,16.5,8/30/2016,4468.48
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,8,31,3,4.44398,16.8,8/31/2016,4443.98
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,1,4,4.36594,16.3,9/1/2016,4365.94
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,2,5,3.98394,15,9/2/2016,3983.94
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,3,6,3.06881,12.7,9/3/2016,3068.81
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,4,7,2.63568,11.9,9/4/2016,2635.68
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,5,1,4.15149,15.7,9/5/2016,4151.49
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,6,2,4.43669,18.9,9/6/2016,4436.69
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,7,3,4.46758,15.2,9/7/2016,4467.58
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,8,4,4.45339,16.6,9/8/2016,4453.39
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,9,5,3.98217,16.9,9/9/2016,3982.17
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,10,6,2.78839,16.8,9/10/2016,2788.39
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,11,7,2.52857,14.4,9/11/2016,2528.57
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,12,1,4.10293,15.3,9/12/2016,4102.93
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,13,2,4.42481,16.3,9/13/2016,4424.81
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,14,3,4.4681,15.6,9/14/2016,4468.1
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,15,4,4.5273,11.3,9/15/2016,4527.3
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,16,5,3.84596,11.6,9/16/2016,3845.96
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,17,6,2.54642,10.5,9/17/2016,2546.42
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,18,7,2.75374,12.8,9/18/2016,2753.74
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,19,1,4.18608,13.2,9/19/2016,4186.08
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,20,2,4.49453,12.1,9/20/2016,4494.53
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,21,3,4.51588,10.9,9/21/2016,4515.88
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,22,4,4.50833,10.7,9/22/2016,4508.33
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,23,5,3.96731,11.8,9/23/2016,3967.31
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,24,6,2.64522,13.6,9/24/2016,2645.22
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,25,7,2.4814,13.8,9/25/2016,2481.4
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,26,1,4.16919,13.6,9/26/2016,4169.19
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,27,2,4.52392,13.2,9/27/2016,4523.92
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,28,3,4.41227,12.8,9/28/2016,4412.27
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,29,4,4.32574,12.6,9/29/2016,4325.74
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,9,30,5,3.99682,9.6,9/30/2016,3996.82
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,1,6,2.51536,6.6,10/1/2016,2515.36
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,2,7,2.56056,6,10/2/2016,2560.56
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,3,1,4.01899,6.6,10/3/2016,4018.99
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,4,2,4.24623,6.4,10/4/2016,4246.23
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,5,3,4.362,7.6,10/5/2016,4362
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,6,4,4.41993,8.7,10/6/2016,4419.93
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,7,5,4.27275,7.8,10/7/2016,4272.75
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,8,6,3.62434,8.1,10/8/2016,3624.34
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,9,7,3.09275,7.2,10/9/2016,3092.75
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,10,1,4.4864,7,10/10/2016,4486.4
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,11,2,4.70997,6.1,10/11/2016,4709.97
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,12,3,4.64198,4.6,10/12/2016,4641.98
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,13,4,4.65082,4.9,10/13/2016,4650.82
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,14,5,4.33722,5.8,10/14/2016,4337.22
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,15,6,3.36497,7.1,10/15/2016,3364.97
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,16,7,3.25065,6.9,10/16/2016,3250.65
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,17,1,4.34577,7.1,10/17/2016,4345.77
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,18,2,4.44743,7.5,10/18/2016,4447.43
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,19,3,4.50508,6.4,10/19/2016,4505.08
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,20,4,4.55574,5.8,10/20/2016,4555.74
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,21,5,4.01601,4.3,10/21/2016,4016.01
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,22,6,3.76727,5.1,10/22/2016,3767.27
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,23,7,3.0995,5.9,10/23/2016,3099.5
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,24,1,4.39666,4,10/24/2016,4396.66
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,25,2,5.01505,3.6,10/25/2016,5015.05
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,26,3,4.95443,8.5,10/26/2016,4954.43
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,27,4,4.98969,8.8,10/27/2016,4989.69
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,28,5,4.3435,5.7,10/28/2016,4343.5
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,29,6,3.57219,5.7,10/29/2016,3572.19
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,30,7,3.06635,2.4,10/30/2016,3066.35
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,10,31,1,4.62828,2.4,10/31/2016,4628.28
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,1,2,4.83127,0.9,11/1/2016,4831.27
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,2,3,5.13007,0.6,11/2/2016,5130.07
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,3,4,4.84072,-2.4,11/3/2016,4840.72
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,4,5,4.75491,-0.8,11/4/2016,4754.91
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,5,6,3.72348,-2,11/5/2016,3723.48
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,6,7,3.64675,-2.8,11/6/2016,3646.75
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,7,1,4.71346,-2.6,11/7/2016,4713.46
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,8,2,5.32616,-2.1,11/8/2016,5326.16
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,9,3,5.09226,-2.4,11/9/2016,5092.26
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,10,4,5.15505,-2.9,11/10/2016,5155.05
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,11,5,5.32783,-5.3,11/11/2016,5327.83
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,12,6,4.35628,0.2,11/12/2016,4356.28
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,13,7,3.91039,1.2,11/13/2016,3910.39
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,14,1,5.10391,2.2,11/14/2016,5103.91
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,15,2,5.68057,0.9,11/15/2016,5680.57
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,16,3,5.17486,3.9,11/16/2016,5174.86
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,17,4,5.23282,4.8,11/17/2016,5232.82
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,18,5,5.04159,4,11/18/2016,5041.59
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,19,6,4.85443,2.8,11/19/2016,4854.43
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,20,7,3.91856,7.3,11/20/2016,3918.56
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,21,1,4.78214,7.4,11/21/2016,4782.14
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,22,2,5.51734,7.4,11/22/2016,5517.34
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,23,3,5.21117,1.5,11/23/2016,5211.17
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,24,4,5.24704,1.2,11/24/2016,5247.04
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,25,5,5.25044,4.5,11/25/2016,5250.44
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,26,6,4.4279,0.8,11/26/2016,4427.9
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,27,7,3.88284,-0.7,11/27/2016,3882.84
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,28,1,5.05131,0.7,11/28/2016,5051.31
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,29,2,5.32987,0.6,11/29/2016,5329.87
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,11,30,3,5.50885,-1.9,11/30/2016,5508.85
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,1,4,5.22389,-0.8,12/1/2016,5223.89
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,2,5,5.29569,-5.4,12/2/2016,5295.69
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,3,6,4.33268,-2,12/3/2016,4332.68
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,4,7,3.86239,3.3,12/4/2016,3862.39
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,5,1,5.01852,-2.5,12/5/2016,5018.52
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,6,2,5.5728,0.7,12/6/2016,5572.8
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,7,3,5.30352,5.7,12/7/2016,5303.52
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,8,4,4.9069,4.2,12/8/2016,4906.9
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,9,5,4.59929,-0.7,12/9/2016,4599.29
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,10,6,4.17809,-2.1,12/10/2016,4178.09
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,11,7,3.68728,-6.4,12/11/2016,3687.28
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,12,1,5.2735,-2.6,12/12/2016,5273.5
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,13,2,5.58731,-1.4,12/13/2016,5587.31
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,14,3,5.27195,-4.5,12/14/2016,5271.95
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,15,4,5.4996,0.3,12/15/2016,5499.6
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,16,5,5.16109,0.4,12/16/2016,5161.09
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,17,6,4.3603,-0.4,12/17/2016,4360.3
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,18,7,4.07,1.8,12/18/2016,4070
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,19,1,5.15389,4.5,12/19/2016,5153.89
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,20,2,5.27423,1.6,12/20/2016,5274.23
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,21,3,5.22171,4.2,12/21/2016,5221.71
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,22,4,5.33062,2.9,12/22/2016,5330.62
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,23,5,4.7777,4.4,12/23/2016,4777.7
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,24,6,4.07441,2.9,12/24/2016,4074.41
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,25,7,4.02154,4.7,12/25/2016,4021.54
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,26,1,3.63837,1,12/26/2016,3638.37
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,27,2,4.85584,-1.4,12/27/2016,4855.84
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,28,3,4.94278,3.6,12/28/2016,4942.78
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,29,4,4.74955,6.1,12/29/2016,4749.55
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,30,5,4.52886,8.9,12/30/2016,4528.86
S1_2000089155,S1_1000792136,SOT735999241025209801,2016,12,31,6,3.74805,1.9,12/31/2016,3748.05
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,1,7,3.83352,-2.2,1/1/2017,3833.52
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,2,1,5.04039,-4.6,1/2/2017,5040.39
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,3,2,5.14232,-5,1/3/2017,5142.32
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,4,3,5.09336,-12.5,1/4/2017,5093.36
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,5,4,5.14942,-11.8,1/5/2017,5149.42
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,6,5,4.4934,-7.2,1/6/2017,4493.4
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,7,6,4.68795,-6.7,1/7/2017,4687.95
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,8,7,4.19684,1.1,1/8/2017,4196.84
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,9,1,4.9204,1.1,1/9/2017,4920.4
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,10,2,5.05706,1.2,1/10/2017,5057.06
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,11,3,5.26395,1.5,1/11/2017,5263.95
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,12,4,5.23889,-1.7,1/12/2017,5238.89
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,13,5,5.33797,-3.8,1/13/2017,5337.97
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,14,6,4.61345,-4.7,1/14/2017,4613.45
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,15,7,3.78954,-3.1,1/15/2017,3789.54
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,16,1,5.14589,-3.7,1/16/2017,5145.89
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,17,2,5.69228,1.5,1/17/2017,5692.28
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,18,3,5.38652,2.8,1/18/2017,5386.52
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,19,4,5.51192,3,1/19/2017,5511.92
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,20,5,4.90784,0.5,1/20/2017,4907.84
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,21,6,4.47114,0,1/21/2017,4471.14
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,22,7,4.14749,1.8,1/22/2017,4147.49
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,23,1,5.17434,-1,1/23/2017,5174.34
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,24,2,5.30432,0.8,1/24/2017,5304.32
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,25,3,5.28287,4.1,1/25/2017,5282.87
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,26,4,5.19915,-0.6,1/26/2017,5199.15
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,27,5,4.86493,-2.3,1/27/2017,4864.93
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,28,6,4.43026,-0.7,1/28/2017,4430.26
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,29,7,3.97336,2,1/29/2017,3973.36
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,30,1,4.82393,-0.5,1/30/2017,4823.93
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,1,31,2,5.11232,-0.7,1/31/2017,5112.32
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,1,3,5.2907,-0.8,2/1/2017,5290.7
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,2,4,4.84083,-1.3,2/2/2017,4840.83
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,3,5,4.85279,0.4,2/3/2017,4852.79
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,4,6,4.11599,0.2,2/4/2017,4115.99
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,5,7,3.53639,-2.8,2/5/2017,3536.39
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,6,1,5.16651,-6.7,2/6/2017,5166.51
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,7,2,5.97705,-5.8,2/7/2017,5977.05
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,8,3,5.40375,-4.6,2/8/2017,5403.75
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,9,4,5.55036,-3.2,2/9/2017,5550.36
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,10,5,5.14339,-4,2/10/2017,5143.39
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,11,6,4.90775,-5.2,2/11/2017,4907.75
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,12,7,4.11707,0,2/12/2017,4117.07
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,13,1,5.22984,0.9,2/13/2017,5229.84
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,14,2,5.55185,-0.9,2/14/2017,5551.85
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,15,3,5.35821,-0.4,2/15/2017,5358.21
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,16,4,5.29398,2.7,2/16/2017,5293.98
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,17,5,4.95225,0.1,2/17/2017,4952.25
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,18,6,4.11162,4.9,2/18/2017,4111.62
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,19,7,3.65516,3.1,2/19/2017,3655.16
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,20,1,4.84668,-1.7,2/20/2017,4846.68
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,21,2,5.12818,-0.2,2/21/2017,5128.18
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,22,3,5.50566,-1.9,2/22/2017,5505.66
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,23,4,5.44746,-3.2,2/23/2017,5447.46
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,24,5,5.16935,-2,2/24/2017,5169.35
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,25,6,3.98754,-1.1,2/25/2017,3987.54
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,26,7,3.70727,0.7,2/26/2017,3707.27
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,27,1,4.82443,3,2/27/2017,4824.43
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,2,28,2,5.07576,2.5,2/28/2017,5075.76
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,1,3,5.21551,2,3/1/2017,5215.51
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,2,4,4.95038,0.7,3/2/2017,4950.38
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,3,5,4.5129,-1.7,3/3/2017,4512.9
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,4,6,4.34517,-3.4,3/4/2017,4345.17
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,5,7,3.74099,-3.6,3/5/2017,3740.99
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,6,1,5.0493,-3.6,3/6/2017,5049.3
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,7,2,5.58875,-2.3,3/7/2017,5588.75
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,8,3,5.37019,1.2,3/8/2017,5370.19
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,9,4,5.3193,0.6,3/9/2017,5319.3
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,10,5,4.92095,0,3/10/2017,4920.95
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,11,6,4.33312,2.4,3/11/2017,4333.12
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,12,7,3.82597,4,3/12/2017,3825.97
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,13,1,4.9113,5,3/13/2017,4911.3
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,14,2,5.33652,6,3/14/2017,5336.52
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,15,3,5.17839,4.9,3/15/2017,5178.39
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,16,4,5.16307,5.7,3/16/2017,5163.07
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,17,5,4.91506,1.9,3/17/2017,4915.06
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,18,6,4.14938,0.3,3/18/2017,4149.38
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,19,7,3.69311,0,3/19/2017,3693.11
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,20,1,4.86706,3.6,3/20/2017,4867.06
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,21,2,5.28434,5.1,3/21/2017,5284.34
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,22,3,5.09729,2.9,3/22/2017,5097.29
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,23,4,5.12222,2.6,3/23/2017,5122.22
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,24,5,4.81373,4.3,3/24/2017,4813.73
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,25,6,3.72189,10.3,3/25/2017,3721.89
S1_2000089155,S1_1000792136,SOT735999241025209801,2017,3,26,7,3.52766,10.6,3/26/2017,3527.66
